Player,Game,Score,Accuracy,PlayTimeMinutes,SkillTier
BlipBlop,Galaga,42840,74,19,Casual
PixelPete,Space Invaders,137493,81,13,Grandmaster
RetroRider,Donkey Kong,67558,68,30,Casual
BlipBlop,Pac-Man,11963,73,28,Novice
PixelPete,Frogger,61222,61,5,Casual
RetroRider,Space Invaders,86164,80,19,Pro Gamer
RetroRider,Frogger,93022,81,24,Pro Gamer
NeoGeo,Space Invaders,24865,80,46,Novice
RetroRider,Space Invaders,66634,85,15,Casual
BlipBlop,Frogger,91706,71,12,Pro Gamer
SegaSam,Donkey Kong,105755,71,3,Pro Gamer
NeoGeo,Space Invaders,33959,85,36,Casual
RetroRider,Space Invaders,76111,81,11,Casual
SegaSam,Donkey Kong,15043,65,38,Novice
NeoGeo,Galaga,134120,90,19,Grandmaster
ChompQueen,Frogger,152387,83,41,Grandmaster
ChompQueen,Pac-Man,140223,74,17,Grandmaster
SegaSam,Frogger,44061,87,20,Casual
ChompQueen,Pac-Man,37057,78,33,Casual
ChompQueen,Frogger,15564,91,15,Novice
BlipBlop,Frogger,48042,65,13,Casual
KongKiller,Frogger,105256,66,17,Pro Gamer
BlipBlop,Frogger,17557,83,37,Novice
NeoGeo,Frogger,154891,89,4,Grandmaster
BlipBlop,Donkey Kong,108365,83,11,Pro Gamer
NeoGeo,Pac-Man,37351,73,32,Casual
NeoGeo,Donkey Kong,130949,89,17,Grandmaster
NeoGeo,Donkey Kong,151371,82,10,Grandmaster
NeoGeo,Galaga,104075,61,44,Pro Gamer
RetroRider,Frogger,29949,67,29,Novice
BlipBlop,Galaga,8819,73,7,Novice
BlipBlop,Space Invaders,115114,67,26,Pro Gamer
BlipBlop,Pac-Man,69000,78,20,Casual
ChompQueen,Pac-Man,57169,72,28,Casual
RetroRider,Frogger,139861,87,10,Grandmaster
NeoGeo,Pac-Man,112871,74,6,Pro Gamer
RetroRider,Frogger,84681,61,14,Pro Gamer
PixelPete,Donkey Kong,99852,69,31,Pro Gamer
NeoGeo,Galaga,51984,68,28,Casual
NeoGeo,Pac-Man,69282,94,31,Casual
PixelPete,Galaga,64630,85,37,Casual
PixelPete,Space Invaders,27478,68,20,Novice
BlipBlop,Donkey Kong,28158,95,4,Novice
PixelPete,Donkey Kong,135552,84,37,Grandmaster
PixelPete,Pac-Man,16857,65,40,Novice
ChompQueen,Pac-Man,87853,80,32,Pro Gamer
ChompQueen,Pac-Man,14793,72,28,Novice
SegaSam,Space Invaders,128484,84,22,Grandmaster
BlipBlop,Pac-Man,10461,83,16,Novice
PixelPete,Donkey Kong,27326,91,45,Novice
SegaSam,Donkey Kong,119967,83,18,Pro Gamer
SegaSam,Space Invaders,133864,83,26,Grandmaster
PixelPete,Frogger,119536,80,14,Pro Gamer
ChompQueen,Space Invaders,41626,76,43,Casual
NeoGeo,Space Invaders,16685,82,10,Novice
NeoGeo,Frogger,98162,64,29,Pro Gamer
KongKiller,Space Invaders,31922,70,2,Casual
PixelPete,Pac-Man,108227,94,21,Pro Gamer
PixelPete,Donkey Kong,13076,80,5,Novice
PixelPete,Donkey Kong,147552,80,41,Grandmaster
PixelPete,Galaga,51236,88,7,Casual
KongKiller,Frogger,129134,96,15,Grandmaster
KongKiller,Donkey Kong,102055,84,45,Pro Gamer
NeoGeo,Donkey Kong,95373,81,31,Pro Gamer
NeoGeo,Frogger,75514,93,4,Casual
PixelPete,Galaga,64495,61,25,Casual
KongKiller,Donkey Kong,83691,63,15,Pro Gamer
KongKiller,Galaga,12042,89,14,Novice
PixelPete,Pac-Man,61930,80,30,Casual
RetroRider,Frogger,84640,60,35,Pro Gamer
SegaSam,Galaga,10486,77,23,Novice
ChompQueen,Donkey Kong,49511,79,27,Casual
RetroRider,Galaga,112140,82,4,Pro Gamer
BlipBlop,Donkey Kong,103963,80,27,Pro Gamer
RetroRider,Galaga,127713,95,46,Grandmaster
PixelPete,Donkey Kong,49160,89,32,Casual
ChompQueen,Donkey Kong,39289,69,43,Casual
RetroRider,Donkey Kong,130268,69,15,Grandmaster
PixelPete,Galaga,9656,82,38,Novice
KongKiller,Donkey Kong,112561,67,31,Pro Gamer
ChompQueen,Space Invaders,49372,94,10,Casual
KongKiller,Donkey Kong,49697,60,33,Casual
SegaSam,Donkey Kong,133125,80,34,Grandmaster
RetroRider,Donkey Kong,26202,71,7,Novice
PixelPete,Donkey Kong,154036,99,14,Grandmaster
BlipBlop,Space Invaders,62410,94,35,Casual
NeoGeo,Space Invaders,24745,71,36,Novice
KongKiller,Frogger,114253,62,28,Pro Gamer
ChompQueen,Donkey Kong,119313,79,41,Pro Gamer
PixelPete,Pac-Man,95593,89,29,Pro Gamer
RetroRider,Pac-Man,133555,64,23,Grandmaster
NeoGeo,Donkey Kong,24307,77,26,Novice
SegaSam,Donkey Kong,117219,80,31,Pro Gamer
KongKiller,Space Invaders,52563,76,6,Casual
NeoGeo,Galaga,79751,99,42,Casual
PixelPete,Frogger,57691,78,25,Casual
NeoGeo,Frogger,14783,98,8,Novice
SegaSam,Frogger,119118,80,13,Pro Gamer
BlipBlop,Frogger,22521,99,31,Novice
BlipBlop,Space Invaders,55956,61,3,Casual
KongKiller,Space Invaders,112298,77,11,Pro Gamer
RetroRider,Galaga,147506,69,5,Grandmaster
BlipBlop,Donkey Kong,32944,79,5,Casual
ChompQueen,Pac-Man,141455,87,33,Grandmaster
KongKiller,Frogger,77596,92,41,Casual
KongKiller,Pac-Man,50489,97,41,Casual
BlipBlop,Space Invaders,47285,80,5,Casual
BlipBlop,Space Invaders,126959,74,27,Grandmaster
BlipBlop,Pac-Man,55743,98,34,Casual
ChompQueen,Space Invaders,118992,79,2,Pro Gamer
ChompQueen,Donkey Kong,77218,75,33,Casual
BlipBlop,Space Invaders,112857,63,39,Pro Gamer
PixelPete,Pac-Man,63870,86,26,Casual
ChompQueen,Pac-Man,10676,63,28,Novice
NeoGeo,Space Invaders,85396,90,36,Pro Gamer
KongKiller,Donkey Kong,30244,61,15,Casual
ChompQueen,Galaga,146535,89,45,Grandmaster
NeoGeo,Pac-Man,81862,93,18,Pro Gamer
RetroRider,Donkey Kong,144809,70,35,Grandmaster
ChompQueen,Donkey Kong,149370,80,35,Grandmaster
NeoGeo,Frogger,136026,73,20,Grandmaster
ChompQueen,Frogger,125704,86,31,Grandmaster
BlipBlop,Space Invaders,85763,92,33,Pro Gamer
SegaSam,Pac-Man,69318,89,43,Casual
KongKiller,Pac-Man,8872,97,26,Novice
RetroRider,Galaga,85150,76,17,Pro Gamer
KongKiller,Space Invaders,83683,84,12,Pro Gamer
NeoGeo,Space Invaders,97445,75,6,Pro Gamer
BlipBlop,Donkey Kong,57702,77,12,Casual
KongKiller,Galaga,66734,80,43,Casual
KongKiller,Space Invaders,148080,93,14,Grandmaster
RetroRider,Pac-Man,93365,100,30,Pro Gamer
NeoGeo,Space Invaders,33144,99,10,Casual
RetroRider,Frogger,83121,68,13,Pro Gamer
ChompQueen,Pac-Man,47567,93,24,Casual
SegaSam,Space Invaders,138346,88,6,Grandmaster
NeoGeo,Donkey Kong,94678,83,37,Pro Gamer
RetroRider,Pac-Man,73729,100,44,Casual
NeoGeo,Frogger,85336,65,25,Pro Gamer
SegaSam,Space Invaders,19221,69,43,Novice
NeoGeo,Pac-Man,31419,87,40,Casual
RetroRider,Space Invaders,38313,91,3,Casual
RetroRider,Space Invaders,11576,76,39,Novice
SegaSam,Frogger,86667,60,36,Pro Gamer
ChompQueen,Pac-Man,40818,77,37,Casual
PixelPete,Frogger,63737,68,26,Casual
KongKiller,Donkey Kong,97642,85,8,Pro Gamer
ChompQueen,Galaga,8341,89,15,Novice
PixelPete,Galaga,115032,74,11,Pro Gamer
PixelPete,Space Invaders,119807,96,21,Pro Gamer
RetroRider,Space Invaders,31853,76,3,Casual
SegaSam,Space Invaders,52154,74,2,Casual
BlipBlop,Space Invaders,81229,95,35,Pro Gamer
ChompQueen,Pac-Man,57088,95,45,Casual
SegaSam,Galaga,78514,99,4,Casual
BlipBlop,Frogger,103255,81,23,Pro Gamer
KongKiller,Space Invaders,137860,73,6,Grandmaster
RetroRider,Frogger,106974,81,20,Pro Gamer
BlipBlop,Pac-Man,30012,85,22,Casual
PixelPete,Donkey Kong,55705,75,19,Casual
SegaSam,Space Invaders,68894,80,34,Casual
RetroRider,Pac-Man,150831,69,12,Grandmaster
RetroRider,Space Invaders,89086,92,5,Pro Gamer
BlipBlop,Pac-Man,97918,97,35,Pro Gamer
KongKiller,Space Invaders,23892,60,8,Novice
ChompQueen,Space Invaders,83613,70,7,Pro Gamer
SegaSam,Donkey Kong,38417,73,37,Casual
SegaSam,Space Invaders,62264,69,7,Casual
ChompQueen,Frogger,86091,99,25,Pro Gamer
NeoGeo,Galaga,95345,86,33,Pro Gamer
NeoGeo,Pac-Man,82396,99,30,Pro Gamer
PixelPete,Space Invaders,154602,73,21,Grandmaster
RetroRider,Donkey Kong,41550,72,29,Casual
SegaSam,Frogger,31175,76,17,Casual
NeoGeo,Space Invaders,72331,68,12,Casual
RetroRider,Frogger,108585,69,39,Pro Gamer
BlipBlop,Donkey Kong,108664,82,13,Pro Gamer
KongKiller,Donkey Kong,13518,71,32,Novice
PixelPete,Galaga,87737,100,22,Pro Gamer
SegaSam,Frogger,38317,98,44,Casual
KongKiller,Space Invaders,27319,61,40,Novice
SegaSam,Frogger,110374,91,41,Pro Gamer
BlipBlop,Donkey Kong,21222,99,34,Novice
KongKiller,Donkey Kong,65934,90,36,Casual
KongKiller,Space Invaders,117131,94,43,Pro Gamer
NeoGeo,Pac-Man,139185,75,25,Grandmaster
ChompQueen,Space Invaders,40690,80,43,Casual
NeoGeo,Space Invaders,30120,96,18,Casual
BlipBlop,Space Invaders,35301,94,6,Casual
KongKiller,Space Invaders,112515,74,32,Pro Gamer
RetroRider,Donkey Kong,108304,95,10,Pro Gamer
PixelPete,Space Invaders,70104,81,41,Casual
NeoGeo,Donkey Kong,118265,85,11,Pro Gamer
NeoGeo,Donkey Kong,45346,63,23,Casual
PixelPete,Pac-Man,100901,61,25,Pro Gamer
ChompQueen,Donkey Kong,24270,68,39,Novice
SegaSam,Donkey Kong,49214,79,6,Casual
PixelPete,Frogger,116406,66,30,Pro Gamer
PixelPete,Frogger,96760,96,8,Pro Gamer
NeoGeo,Donkey Kong,107257,66,29,Pro Gamer
PixelPete,Frogger,144729,75,27,Grandmaster
NeoGeo,Frogger,60555,76,31,Casual
NeoGeo,Pac-Man,79376,68,35,Casual
ChompQueen,Donkey Kong,24990,92,8,Novice
PixelPete,Donkey Kong,37846,74,5,Casual
SegaSam,Frogger,121163,99,26,Grandmaster
NeoGeo,Frogger,132585,86,6,Grandmaster
ChompQueen,Galaga,57762,91,43,Casual
PixelPete,Space Invaders,49856,88,37,Casual
NeoGeo,Pac-Man,49349,64,32,Casual
KongKiller,Pac-Man,12960,96,5,Novice
PixelPete,Pac-Man,55036,68,40,Casual
SegaSam,Frogger,48676,78,30,Casual
PixelPete,Galaga,149882,64,12,Grandmaster
ChompQueen,Pac-Man,79890,91,28,Casual
BlipBlop,Pac-Man,61077,76,3,Casual
SegaSam,Space Invaders,150066,93,37,Grandmaster
PixelPete,Space Invaders,53531,88,33,Casual
RetroRider,Pac-Man,47714,73,3,Casual
ChompQueen,Galaga,88360,81,3,Pro Gamer
PixelPete,Space Invaders,148013,69,5,Grandmaster
SegaSam,Galaga,101741,84,40,Pro Gamer
KongKiller,Donkey Kong,147697,98,9,Grandmaster
NeoGeo,Space Invaders,67683,86,33,Casual
KongKiller,Space Invaders,64406,69,9,Casual
NeoGeo,Donkey Kong,74581,79,15,Casual
RetroRider,Pac-Man,141492,62,25,Grandmaster
ChompQueen,Pac-Man,54292,74,44,Casual
KongKiller,Space Invaders,22182,68,16,Novice
BlipBlop,Frogger,90269,81,35,Pro Gamer
BlipBlop,Space Invaders,104002,76,40,Pro Gamer
ChompQueen,Frogger,58093,85,46,Casual
SegaSam,Galaga,99282,72,3,Pro Gamer
NeoGeo,Frogger,100301,80,3,Pro Gamer
PixelPete,Donkey Kong,76676,62,41,Casual
KongKiller,Pac-Man,154786,64,24,Grandmaster
KongKiller,Pac-Man,97493,93,18,Pro Gamer
ChompQueen,Pac-Man,53508,80,43,Casual
BlipBlop,Donkey Kong,33396,84,23,Casual
ChompQueen,Donkey Kong,110678,93,46,Pro Gamer
KongKiller,Space Invaders,37002,66,38,Casual
PixelPete,Space Invaders,152509,62,42,Grandmaster
ChompQueen,Galaga,98719,90,20,Pro Gamer
SegaSam,Galaga,115714,79,23,Pro Gamer
ChompQueen,Space Invaders,112367,73,7,Pro Gamer
KongKiller,Frogger,148347,90,31,Grandmaster
RetroRider,Frogger,10403,87,14,Novice
BlipBlop,Donkey Kong,120959,70,27,Grandmaster
SegaSam,Space Invaders,133444,75,5,Grandmaster
ChompQueen,Donkey Kong,130574,88,29,Grandmaster
NeoGeo,Pac-Man,134354,77,21,Grandmaster
SegaSam,Donkey Kong,41143,82,24,Casual
RetroRider,Space Invaders,26730,62,40,Novice
SegaSam,Space Invaders,23868,92,7,Novice
ChompQueen,Galaga,140446,78,14,Grandmaster
SegaSam,Pac-Man,141225,76,16,Grandmaster
SegaSam,Donkey Kong,24326,97,5,Novice
NeoGeo,Pac-Man,103098,63,44,Pro Gamer
SegaSam,Frogger,87499,79,29,Pro Gamer
KongKiller,Galaga,145954,100,14,Grandmaster
ChompQueen,Frogger,91980,98,22,Pro Gamer
KongKiller,Space Invaders,76864,96,30,Casual
RetroRider,Space Invaders,6625,85,16,Novice
SegaSam,Pac-Man,126149,79,8,Grandmaster
KongKiller,Space Invaders,20869,66,45,Novice
ChompQueen,Pac-Man,65289,78,5,Casual
SegaSam,Space Invaders,67976,78,3,Casual
RetroRider,Space Invaders,127572,80,22,Grandmaster
RetroRider,Space Invaders,12233,92,39,Novice
RetroRider,Frogger,143489,77,6,Grandmaster
SegaSam,Galaga,57243,94,40,Casual
PixelPete,Frogger,5766,72,22,Novice
SegaSam,Donkey Kong,138054,90,31,Grandmaster
NeoGeo,Pac-Man,104278,90,23,Pro Gamer
NeoGeo,Donkey Kong,139126,84,8,Grandmaster
KongKiller,Pac-Man,100608,98,37,Pro Gamer
RetroRider,Frogger,56328,61,6,Casual
SegaSam,Frogger,136489,74,2,Grandmaster
SegaSam,Galaga,143016,72,25,Grandmaster
NeoGeo,Pac-Man,12364,82,25,Novice
SegaSam,Donkey Kong,74304,91,30,Casual
NeoGeo,Galaga,100923,86,21,Pro Gamer
KongKiller,Donkey Kong,128434,93,19,Grandmaster
RetroRider,Donkey Kong,121189,81,11,Grandmaster
RetroRider,Space Invaders,48766,69,6,Casual
PixelPete,Pac-Man,142976,95,13,Grandmaster
SegaSam,Pac-Man,99911,86,14,Pro Gamer
RetroRider,Frogger,49337,75,40,Casual
SegaSam,Donkey Kong,131383,98,11,Grandmaster
SegaSam,Galaga,15695,72,8,Novice
BlipBlop,Galaga,101082,98,15,Pro Gamer
BlipBlop,Frogger,53111,77,14,Casual
RetroRider,Galaga,118880,86,2,Pro Gamer
KongKiller,Galaga,134977,85,40,Grandmaster
PixelPete,Frogger,42836,90,9,Casual
SegaSam,Pac-Man,9040,82,28,Novice
BlipBlop,Galaga,130465,79,46,Grandmaster
RetroRider,Galaga,29982,87,32,Novice
PixelPete,Galaga,109404,88,24,Pro Gamer
NeoGeo,Frogger,66406,89,19,Casual
SegaSam,Space Invaders,98372,87,34,Pro Gamer
PixelPete,Space Invaders,109268,60,39,Pro Gamer
KongKiller,Space Invaders,107006,70,35,Pro Gamer
RetroRider,Space Invaders,126112,84,2,Grandmaster
BlipBlop,Frogger,142404,87,29,Grandmaster
KongKiller,Frogger,16785,69,41,Novice
BlipBlop,Donkey Kong,32949,90,31,Casual
SegaSam,Space Invaders,152852,64,29,Grandmaster
ChompQueen,Pac-Man,20080,78,7,Novice
ChompQueen,Space Invaders,74468,97,35,Casual
BlipBlop,Galaga,15105,100,5,Novice
SegaSam,Donkey Kong,98812,91,23,Pro Gamer
BlipBlop,Frogger,144438,90,38,Grandmaster
ChompQueen,Pac-Man,68448,90,19,Casual
PixelPete,Galaga,73698,64,33,Casual
SegaSam,Galaga,78275,96,5,Casual
RetroRider,Frogger,80760,86,40,Pro Gamer
KongKiller,Donkey Kong,140890,76,32,Grandmaster
RetroRider,Galaga,43228,64,35,Casual
ChompQueen,Pac-Man,18261,87,11,Novice
BlipBlop,Pac-Man,97786,84,33,Pro Gamer
BlipBlop,Pac-Man,131830,95,27,Grandmaster
SegaSam,Galaga,19570,75,3,Novice
BlipBlop,Space Invaders,18099,64,31,Novice
NeoGeo,Space Invaders,70131,99,22,Casual
KongKiller,Pac-Man,138350,73,29,Grandmaster
NeoGeo,Pac-Man,107435,96,34,Pro Gamer
ChompQueen,Pac-Man,134685,86,31,Grandmaster
ChompQueen,Frogger,112776,76,6,Pro Gamer
PixelPete,Galaga,18460,88,18,Novice
ChompQueen,Space Invaders,109616,81,26,Pro Gamer
PixelPete,Galaga,115831,62,14,Pro Gamer
SegaSam,Galaga,60389,76,41,Casual
NeoGeo,Pac-Man,60220,63,24,Casual
KongKiller,Donkey Kong,22205,66,33,Novice
BlipBlop,Pac-Man,139557,96,39,Grandmaster
BlipBlop,Frogger,42485,94,7,Casual
ChompQueen,Space Invaders,51116,68,22,Casual
BlipBlop,Space Invaders,92364,81,33,Pro Gamer
KongKiller,Pac-Man,20032,96,44,Novice
ChompQueen,Donkey Kong,23237,68,14,Novice
ChompQueen,Pac-Man,33420,92,22,Casual
RetroRider,Galaga,5134,65,5,Novice
PixelPete,Galaga,36431,73,45,Casual
NeoGeo,Frogger,62422,81,38,Casual
SegaSam,Pac-Man,21599,83,45,Novice
KongKiller,Galaga,105347,99,24,Pro Gamer
KongKiller,Galaga,82239,79,4,Pro Gamer
PixelPete,Pac-Man,60456,72,12,Casual
NeoGeo,Pac-Man,23672,88,25,Novice
KongKiller,Space Invaders,107469,92,34,Pro Gamer
NeoGeo,Galaga,133772,84,37,Grandmaster
BlipBlop,Pac-Man,113408,68,30,Pro Gamer
RetroRider,Pac-Man,109182,96,45,Pro Gamer
RetroRider,Pac-Man,133313,71,27,Grandmaster
BlipBlop,Space Invaders,115110,84,10,Pro Gamer
BlipBlop,Pac-Man,35811,60,46,Casual
SegaSam,Galaga,59977,79,46,Casual
SegaSam,Galaga,138534,100,4,Grandmaster
RetroRider,Frogger,79118,84,28,Casual
NeoGeo,Space Invaders,66426,72,5,Casual
RetroRider,Frogger,149300,71,26,Grandmaster
BlipBlop,Galaga,90789,72,15,Pro Gamer
NeoGeo,Space Invaders,97639,72,37,Pro Gamer
RetroRider,Donkey Kong,90876,66,38,Pro Gamer
ChompQueen,Space Invaders,6185,96,36,Novice
ChompQueen,Donkey Kong,97912,100,24,Pro Gamer
ChompQueen,Space Invaders,56870,78,14,Casual
RetroRider,Frogger,152632,73,24,Grandmaster
NeoGeo,Galaga,72697,86,30,Casual
RetroRider,Donkey Kong,22620,75,44,Novice
RetroRider,Space Invaders,153139,73,16,Grandmaster
NeoGeo,Galaga,86953,96,22,Pro Gamer
RetroRider,Frogger,97906,100,23,Pro Gamer
SegaSam,Frogger,102943,78,11,Pro Gamer
BlipBlop,Space Invaders,26278,98,37,Novice
SegaSam,Donkey Kong,45616,62,2,Casual
PixelPete,Galaga,147383,65,14,Grandmaster
BlipBlop,Donkey Kong,95539,64,11,Pro Gamer
ChompQueen,Galaga,146907,72,44,Grandmaster
NeoGeo,Frogger,83038,69,36,Pro Gamer
RetroRider,Pac-Man,16332,78,28,Novice
NeoGeo,Frogger,106842,79,19,Pro Gamer
ChompQueen,Donkey Kong,68462,86,40,Casual
SegaSam,Pac-Man,17400,70,21,Novice
KongKiller,Space Invaders,135431,97,42,Grandmaster
RetroRider,Galaga,66216,84,10,Casual
PixelPete,Space Invaders,150961,92,32,Grandmaster
KongKiller,Space Invaders,118434,76,36,Pro Gamer
SegaSam,Pac-Man,9057,67,31,Novice
NeoGeo,Donkey Kong,138709,94,8,Grandmaster
KongKiller,Space Invaders,120610,77,3,Grandmaster
BlipBlop,Frogger,142357,89,27,Grandmaster
NeoGeo,Donkey Kong,103252,92,19,Pro Gamer
BlipBlop,Donkey Kong,55113,85,4,Casual
ChompQueen,Galaga,119302,78,14,Pro Gamer
PixelPete,Donkey Kong,93274,63,7,Pro Gamer
RetroRider,Space Invaders,120332,71,41,Grandmaster
RetroRider,Space Invaders,43759,74,20,Casual
SegaSam,Donkey Kong,128130,62,7,Grandmaster
SegaSam,Space Invaders,46028,63,32,Casual
NeoGeo,Galaga,126630,85,15,Grandmaster
BlipBlop,Space Invaders,37075,68,25,Casual
BlipBlop,Donkey Kong,57260,67,22,Casual
BlipBlop,Galaga,154251,99,16,Grandmaster
PixelPete,Frogger,70084,82,28,Casual
NeoGeo,Galaga,102837,97,7,Pro Gamer
ChompQueen,Frogger,137567,93,10,Grandmaster
RetroRider,Galaga,84020,89,30,Pro Gamer
SegaSam,Donkey Kong,67208,92,4,Casual
NeoGeo,Galaga,55348,76,35,Casual
RetroRider,Space Invaders,105733,88,24,Pro Gamer
PixelPete,Pac-Man,9323,68,10,Novice
NeoGeo,Donkey Kong,28437,78,5,Novice
SegaSam,Donkey Kong,123379,100,19,Grandmaster
SegaSam,Frogger,113580,91,35,Pro Gamer
NeoGeo,Donkey Kong,120594,89,3,Grandmaster
NeoGeo,Space Invaders,121761,79,45,Grandmaster
NeoGeo,Frogger,77176,83,15,Casual
PixelPete,Frogger,51234,65,41,Casual
RetroRider,Frogger,138735,83,24,Grandmaster
PixelPete,Frogger,121574,74,6,Grandmaster
RetroRider,Space Invaders,104489,83,10,Pro Gamer
ChompQueen,Frogger,80121,98,35,Pro Gamer
RetroRider,Donkey Kong,18554,81,14,Novice
ChompQueen,Pac-Man,94541,72,26,Pro Gamer
NeoGeo,Galaga,120318,99,26,Grandmaster
ChompQueen,Space Invaders,86964,71,19,Pro Gamer
RetroRider,Space Invaders,125517,79,34,Grandmaster
NeoGeo,Donkey Kong,7523,62,11,Novice
RetroRider,Frogger,127379,98,7,Grandmaster
KongKiller,Space Invaders,61913,64,28,Casual
PixelPete,Donkey Kong,117283,100,27,Pro Gamer
SegaSam,Galaga,19493,70,16,Novice
ChompQueen,Space Invaders,45987,94,28,Casual
NeoGeo,Galaga,64125,60,22,Casual
BlipBlop,Frogger,19643,79,29,Novice
ChompQueen,Galaga,31284,72,22,Casual
PixelPete,Pac-Man,65694,87,41,Casual
KongKiller,Donkey Kong,84524,88,35,Pro Gamer
KongKiller,Galaga,152339,63,16,Grandmaster
BlipBlop,Pac-Man,43634,95,40,Casual
KongKiller,Frogger,6676,69,42,Novice
NeoGeo,Space Invaders,29439,85,30,Novice
SegaSam,Galaga,142029,74,35,Grandmaster
SegaSam,Frogger,89698,89,30,Pro Gamer
BlipBlop,Frogger,140553,73,23,Grandmaster
NeoGeo,Pac-Man,100020,92,28,Pro Gamer
ChompQueen,Space Invaders,153534,88,33,Grandmaster
BlipBlop,Galaga,36461,87,35,Casual
ChompQueen,Galaga,149728,96,33,Grandmaster
RetroRider,Frogger,68283,74,4,Casual
ChompQueen,Frogger,34394,67,33,Casual
RetroRider,Pac-Man,56377,100,17,Casual
PixelPete,Galaga,57568,62,6,Casual
BlipBlop,Space Invaders,135491,85,41,Grandmaster
ChompQueen,Pac-Man,31210,75,9,Casual
PixelPete,Pac-Man,94832,69,38,Pro Gamer
KongKiller,Space Invaders,76099,91,13,Casual
SegaSam,Donkey Kong,72994,75,16,Casual
BlipBlop,Pac-Man,111767,61,32,Pro Gamer
NeoGeo,Donkey Kong,90767,86,29,Pro Gamer
SegaSam,Space Invaders,108882,69,26,Pro Gamer
RetroRider,Galaga,146203,84,10,Grandmaster
BlipBlop,Galaga,93900,64,38,Pro Gamer
ChompQueen,Galaga,119205,67,22,Pro Gamer
BlipBlop,Donkey Kong,63371,62,9,Casual
SegaSam,Pac-Man,24614,80,15,Novice
ChompQueen,Donkey Kong,58585,69,36,Casual
NeoGeo,Galaga,38945,94,42,Casual
ChompQueen,Donkey Kong,135644,65,28,Grandmaster
RetroRider,Frogger,7788,69,6,Novice
BlipBlop,Frogger,122827,93,39,Grandmaster
ChompQueen,Donkey Kong,7093,61,36,Novice
KongKiller,Donkey Kong,123205,65,6,Grandmaster
PixelPete,Donkey Kong,76184,70,43,Casual
SegaSam,Pac-Man,27686,65,45,Novice
KongKiller,Pac-Man,73766,87,9,Casual
KongKiller,Donkey Kong,41194,81,17,Casual
RetroRider,Frogger,53752,70,43,Casual
ChompQueen,Frogger,130700,72,24,Grandmaster
ChompQueen,Frogger,57545,71,37,Casual
ChompQueen,Galaga,68960,72,15,Casual
PixelPete,Galaga,110138,77,19,Pro Gamer
KongKiller,Space Invaders,40355,62,39,Casual
ChompQueen,Donkey Kong,78520,93,32,Casual
BlipBlop,Galaga,62348,97,25,Casual
NeoGeo,Pac-Man,52769,83,22,Casual
BlipBlop,Donkey Kong,140323,77,8,Grandmaster
SegaSam,Donkey Kong,29996,90,8,Novice
PixelPete,Space Invaders,147000,87,16,Grandmaster
PixelPete,Galaga,136206,67,9,Grandmaster
ChompQueen,Pac-Man,27878,79,11,Novice
BlipBlop,Pac-Man,122353,63,6,Grandmaster
ChompQueen,Frogger,143422,94,41,Grandmaster
KongKiller,Pac-Man,140216,82,24,Grandmaster
RetroRider,Donkey Kong,107031,63,20,Pro Gamer
SegaSam,Frogger,78646,99,32,Casual
BlipBlop,Pac-Man,153019,76,43,Grandmaster
ChompQueen,Donkey Kong,24069,95,14,Novice
KongKiller,Pac-Man,13381,66,12,Novice
RetroRider,Galaga,78122,89,21,Casual
PixelPete,Space Invaders,45885,86,14,Casual
ChompQueen,Galaga,125791,92,2,Grandmaster
BlipBlop,Space Invaders,36478,68,16,Casual
SegaSam,Pac-Man,54465,74,14,Casual
RetroRider,Galaga,12374,87,45,Novice
PixelPete,Space Invaders,82784,93,44,Pro Gamer
SegaSam,Space Invaders,106484,79,9,Pro Gamer
BlipBlop,Donkey Kong,126574,86,28,Grandmaster
KongKiller,Space Invaders,32936,95,31,Casual
RetroRider,Frogger,142278,68,18,Grandmaster
KongKiller,Space Invaders,87532,87,11,Pro Gamer
ChompQueen,Donkey Kong,13591,87,38,Novice
KongKiller,Space Invaders,119336,65,37,Pro Gamer
SegaSam,Space Invaders,39393,83,36,Casual
BlipBlop,Donkey Kong,145722,100,19,Grandmaster
SegaSam,Galaga,28932,64,12,Novice
ChompQueen,Donkey Kong,50860,86,5,Casual
BlipBlop,Pac-Man,24929,94,18,Novice
ChompQueen,Pac-Man,136343,66,33,Grandmaster
PixelPete,Galaga,147793,72,27,Grandmaster
RetroRider,Space Invaders,39725,99,14,Casual
NeoGeo,Space Invaders,64890,86,41,Casual
NeoGeo,Donkey Kong,6844,75,28,Novice
NeoGeo,Donkey Kong,144824,63,31,Grandmaster
PixelPete,Pac-Man,121014,89,25,Grandmaster
BlipBlop,Space Invaders,139968,80,20,Grandmaster
BlipBlop,Frogger,29365,98,27,Novice
BlipBlop,Donkey Kong,26408,62,21,Novice
ChompQueen,Pac-Man,95427,87,20,Pro Gamer
BlipBlop,Donkey Kong,65691,89,43,Casual
ChompQueen,Frogger,67295,65,43,Casual
BlipBlop,Donkey Kong,68497,97,9,Casual
RetroRider,Frogger,125299,63,46,Grandmaster
KongKiller,Donkey Kong,124341,71,10,Grandmaster
NeoGeo,Donkey Kong,25931,81,43,Novice
SegaSam,Frogger,33974,73,22,Casual
RetroRider,Galaga,31799,85,32,Casual
ChompQueen,Space Invaders,42247,84,15,Casual
KongKiller,Pac-Man,22361,75,2,Novice
ChompQueen,Donkey Kong,80075,93,30,Pro Gamer
